5 4 4 4 4 3 3 3 4 4 3 3 4 4 4 4 5 5 6 6 6 5 3 2 1 1 1 1 2 2 4 6 10 
5 4 4 4 4 3 3 3 5 5 3 3 4 4 4 4 5 5 6 6 6 5 3 2 1 4 4 4 5 2 4 6 11 
5 4 4 4 4 3 3 3 6 6 3 3 4 4 4 4 5 5 6 6 6 5 3 2 1 9 9 9 10 2 4 6 12 
4 2.999 2.1984 1.7986 2 2.89636 4.15481 5.33586 6 5.85308 5.18236 4.42046 4 4.20696 4.74076 5.15418 5 4.00658 2.6046 1.40032 1 1.81359 3.46584 5.38516 7 7.87967 8.15704 8.1059 8 8.05836 8.28099 8.61312 9 
4 2 2 1 2 2 4 5 6 5 5 4 4 4 4 5 5 4 2 1 1 1 3 5 7 8 9 9 9 8 8 8 9 
4 2 2 1 2 2 4 5 6 5 5 4 4 4 4 5 5 4 2 1 1 1 3 5 7 9 10 10 10 8 8 8 9 
4 2 2 1 2 2 4 5 6 5 5 4 4 4 4 5 5 4 2 1 1 1 3 5 7 10 11 11 11 8 8 8 9 
4 5.29631 6.37409 7.01483 7 6.22023 5.00273 3.78386 3 2.94778 3.365 3.84972 4 3.55113 2.78727 2.12977 2 2.67581 3.86093 5.11559 6 6.19877 5.89402 5.39226 5 4.95099 5.18799 5.581 6 6.341 6.604 6.815 7 
4 5 6 7 7 6 5 3 3 2 3 3 4 3 2 2 2 2 3 6 7 7 5 5 5 4 5 5 6 6 6 6 6 
4 5 6 7 7 6 5 3 3 2 3 3 4 3 2 2 2 2 3 7 8 8 5 5 5 4 5 5 6 6 6 6 5 
4 5 6 7 7 6 5 3 3 2 3 3 4 3 2 2 2 2 3 8 9 9 5 5 5 4 5 5 6 6 6 6 4 
1 1.25017 1.50028 1.75024 2 2.24955 2.49917 2.74921 3 3.25162 3.50304 3.75293 4 4.24396 4.48868 4.73906 5 5.27254 5.54225 5.79083 6 6.16588 6.34232 6.5976 7 7.56394 8.08846 8.31875 8 6.95337 5.30385 3.2524 1 
1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 5 5 6 6 7 7 9 8 8 6 5 3 1 
1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 4 4 6 6 7 7 10 8 8 6 5 3 1 
1 1 1 1 2 2 2 2 3 3 3 3 4 4 4 4 5 5 5 5 3 3 6 6 7 7 11 8 8 6 5 3 1 
2 2.91438 3.66302 4.08014 4 3.34447 2.38595 1.48446 1 1.19209 1.91817 2.93516 4 4.88716 5.44137 5.52489 5 3.83739 2.44137 1.32466 1 1.81016 3.41817 5.31709 7 8.06258 8.51095 8.45385 8 7.25201 6.28802 5.18001 4 
2 2 3 4 4 3 2 1 1 1 1 2 4 4 5 5 5 3 2 1 1 1 3 5 7 7 7 7 8 7 6 5 5 
2 2 3 4 4 3 2 1 1 1 1 2 4 4 5 5 5 3 2 1 1 1 3 5 7 6 6 6 8 7 6 5 6 
2 2 3 4 4 3 2 1 1 1 1 2 4 4 5 5 5 3 2 1 1 1 3 5 7 5 5 5 8 7 6 5 7 
5 4.78586 4.55737 4.3002 4 3.65678 3.32789 3.08507 3 3.11829 3.38105 3.70329 4 4.21382 4.3979 4.63303 5 5.52644 6.02736 6.2646 6 5.08666 3.74266 2.27733 1 0.173794 0 0.141709 1 2.45254 4.37433 6.60896 9 
